county,cases,deaths,date
Alamance,1954,41,7/26/2020
Alexander,253,2,7/26/2020
Alleghany,62,0,7/26/2020
Anson,280,2,7/26/2020
Ashe,84,1,7/26/2020
Avery,61,0,7/26/2020
Beaufort,272,1,7/26/2020
Bertie,214,4,7/26/2020
Bladen,528,5,7/26/2020
Brunswick,1052,13,7/26/2020
Buncombe,1445,42,7/26/2020
Burke,1424,24,7/26/2020
Cabarrus,2164,38,7/26/2020
Caldwell,961,7,7/26/2020
Camden,52,2,7/26/2020
Carteret,262,4,7/26/2020
Caswell,173,2,7/26/2020
Catawba,1727,15,7/26/2020
Chatham,1175,49,7/26/2020
Cherokee,195,3,7/26/2020
Chowan,100,0,7/26/2020
Clay,52,0,7/26/2020
Cleveland,839,13,7/26/2020
Columbus,753,42,7/26/2020
Craven,572,8,7/26/2020
Cumberland,2318,49,7/26/2020
Currituck,65,0,7/26/2020
Dare,175,1,7/26/2020
Davidson,1527,16,7/26/2020
Davie,296,3,7/26/2020
Duplin,1862,40,7/26/2020
Durham,5487,76,7/26/2020
Edgecombe,514,10,7/26/2020
Forsyth,4556,41,7/26/2020
Franklin,693,25,7/26/2020
Gaston,2692,25,7/26/2020
Gates,37,2,7/26/2020
Graham,17,0,7/26/2020
Granville,1109,25,7/26/2020
Greene,274,3,7/26/2020
Guilford,4691,139,7/26/2020
Halifax,551,5,7/26/2020
Harnett,1003,35,7/26/2020
Haywood,231,0,7/26/2020
Henderson,1279,53,7/26/2020
Hertford,234,11,7/26/2020
Hoke,616,7,7/26/2020
Hyde,35,0,7/26/2020
Iredell,1501,16,7/26/2020
Jackson,352,3,7/26/2020
Johnston,2620,43,7/26/2020
Jones,46,3,7/26/2020
Lee,1068,9,7/26/2020
Lenoir,487,11,7/26/2020
Lincoln,651,2,7/26/2020
Macon,422,1,7/26/2020
Madison,30,0,7/26/2020
Martin,207,6,7/26/2020
McDowell,460,5,7/26/2020
Mecklenburg,19268,183,7/26/2020
Mitchell,68,2,7/26/2020
Montgomery,514,13,7/26/2020
Moore,805,20,7/26/2020
Nash,843,10,7/26/2020
New Hanover,2086,15,7/26/2020
Northampton,256,16,7/26/2020
Onslow,712,9,7/26/2020
Orange,1197,45,7/26/2020
Pamlico,50,1,7/26/2020
Pasquotank,298,17,7/26/2020
Pender,557,3,7/26/2020
Perquimans,56,2,7/26/2020
Person,174,1,7/26/2020
Pitt,1472,10,7/26/2020
Polk,124,5,7/26/2020
Randolph,1911,35,7/26/2020
Richmond,449,8,7/26/2020
Robeson,2250,48,7/26/2020
Rockingham,402,3,7/26/2020
Rowan,1859,46,7/26/2020
Rutherford,542,11,7/26/2020
Sampson,1381,10,7/26/2020
Scotland,227,2,7/26/2020
Stanly,778,6,7/26/2020
Stokes,218,2,7/26/2020
Surry,757,4,7/26/2020
Swain,91,2,7/26/2020
Transylvania,107,1,7/26/2020
Tyrrell,87,1,7/26/2020
Union,2503,35,7/26/2020
Vance,685,40,7/26/2020
Wake,9991,108,7/26/2020
Warren,226,6,7/26/2020
Washington,100,3,7/26/2020
Watauga,210,0,7/26/2020
Wayne,2207,36,7/26/2020
Wilkes,694,9,7/26/2020
Wilson,1288,28,7/26/2020
Yadkin,441,6,7/26/2020
Yancey,69,0,7/26/2020
