county,cases,deaths,date
Alamance,2396,41,8/8/2020
Alexander,295,2,8/8/2020
Alleghany,167,0,8/8/2020
Anson,327,3,8/8/2020
Ashe,157,1,8/8/2020
Avery,93,0,8/8/2020
Beaufort,387,2,8/8/2020
Bertie,269,5,8/8/2020
Bladen,623,5,8/8/2020
Brunswick,1240,21,8/8/2020
Buncombe,1850,47,8/8/2020
Burke,1643,26,8/8/2020
Cabarrus,2603,50,8/8/2020
Caldwell,1209,11,8/8/2020
Camden,69,2,8/8/2020
Carteret,339,5,8/8/2020
Caswell,193,2,8/8/2020
Catawba,2107,28,8/8/2020
Chatham,1295,52,8/8/2020
Cherokee,269,4,8/8/2020
Chowan,155,1,8/8/2020
Clay,64,0,8/8/2020
Cleveland,1167,20,8/8/2020
Columbus,896,48,8/8/2020
Craven,697,12,8/8/2020
Cumberland,3042,50,8/8/2020
Currituck,73,0,8/8/2020
Dare,209,2,8/8/2020
Davidson,1758,18,8/8/2020
Davie,414,5,8/8/2020
Duplin,2006,48,8/8/2020
Durham,6114,80,8/8/2020
Edgecombe,632,13,8/8/2020
Forsyth,5213,52,8/8/2020
Franklin,860,26,8/8/2020
Gaston,3299,51,8/8/2020
Gates,45,2,8/8/2020
Graham,35,0,8/8/2020
Granville,1231,27,8/8/2020
Greene,326,3,8/8/2020
Guilford,5580,156,8/8/2020
Halifax,698,6,8/8/2020
Harnett,1260,39,8/8/2020
Haywood,421,12,8/8/2020
Henderson,1472,54,8/8/2020
Hertford,334,11,8/8/2020
Hoke,713,9,8/8/2020
Hyde,42,0,8/8/2020
Iredell,1805,17,8/8/2020
Jackson,444,5,8/8/2020
Johnston,3275,45,8/8/2020
Jones,82,4,8/8/2020
Lee,1281,11,8/8/2020
Lenoir,568,11,8/8/2020
Lincoln,840,9,8/8/2020
Macon,459,2,8/8/2020
Madison,45,0,8/8/2020
Martin,252,6,8/8/2020
McDowell,675,14,8/8/2020
Mecklenburg,22066,226,8/8/2020
Mitchell,78,2,8/8/2020
Montgomery,635,13,8/8/2020
Moore,1005,20,8/8/2020
Nash,1158,12,8/8/2020
New Hanover,2513,20,8/8/2020
Northampton,349,16,8/8/2020
Onslow,1047,10,8/8/2020
Orange,1341,47,8/8/2020
Pamlico,67,1,8/8/2020
Pasquotank,395,20,8/8/2020
Pender,654,3,8/8/2020
Perquimans,85,2,8/8/2020
Person,208,2,8/8/2020
Pitt,1962,11,8/8/2020
Polk,161,5,8/8/2020
Randolph,2170,37,8/8/2020
Richmond,505,9,8/8/2020
Robeson,2784,53,8/8/2020
Rockingham,543,3,8/8/2020
Rowan,2173,48,8/8/2020
Rutherford,712,13,8/8/2020
Sampson,1500,14,8/8/2020
Scotland,339,2,8/8/2020
Stanly,1049,26,8/8/2020
Stokes,287,3,8/8/2020
Surry,928,9,8/8/2020
Swain,119,2,8/8/2020
Transylvania,135,1,8/8/2020
Tyrrell,98,1,8/8/2020
Union,3072,42,8/8/2020
Vance,765,40,8/8/2020
Wake,11906,168,8/8/2020
Warren,256,6,8/8/2020
Washington,132,4,8/8/2020
Watauga,287,0,8/8/2020
Wayne,2395,42,8/8/2020
Wilkes,792,11,8/8/2020
Wilson,1476,34,8/8/2020
Yadkin,532,6,8/8/2020
Yancey,74,0,8/8/2020
