county,cases,deaths,date
Alamance,2029,41,7/28/2020
Alexander,258,2,7/28/2020
Alleghany,63,0,7/28/2020
Anson,292,2,7/28/2020
Ashe,96,1,7/28/2020
Avery,72,0,7/28/2020
Beaufort,290,1,7/28/2020
Bertie,219,4,7/28/2020
Bladen,539,6,7/28/2020
Brunswick,1101,13,7/28/2020
Buncombe,1505,42,7/28/2020
Burke,1460,24,7/28/2020
Cabarrus,2212,38,7/28/2020
Caldwell,1010,8,7/28/2020
Camden,53,2,7/28/2020
Carteret,271,4,7/28/2020
Caswell,173,2,7/28/2020
Catawba,1773,15,7/28/2020
Chatham,1188,49,7/28/2020
Cherokee,207,3,7/28/2020
Chowan,106,0,7/28/2020
Clay,53,0,7/28/2020
Cleveland,892,13,7/28/2020
Columbus,767,44,7/28/2020
Craven,597,8,7/28/2020
Cumberland,2418,49,7/28/2020
Currituck,69,0,7/28/2020
Dare,184,1,7/28/2020
Davidson,1553,16,7/28/2020
Davie,313,3,7/28/2020
Duplin,1887,42,7/28/2020
Durham,5567,76,7/28/2020
Edgecombe,533,10,7/28/2020
Forsyth,4654,44,7/28/2020
Franklin,723,25,7/28/2020
Gaston,2777,30,7/28/2020
Gates,37,2,7/28/2020
Graham,21,0,7/28/2020
Granville,1114,25,7/28/2020
Greene,283,3,7/28/2020
Guilford,4862,139,7/28/2020
Halifax,579,5,7/28/2020
Harnett,1045,36,7/28/2020
Haywood,247,0,7/28/2020
Henderson,1306,53,7/28/2020
Hertford,241,11,7/28/2020
Hoke,632,7,7/28/2020
Hyde,37,0,7/28/2020
Iredell,1546,16,7/28/2020
Jackson,371,3,7/28/2020
Johnston,2751,43,7/28/2020
Jones,50,3,7/28/2020
Lee,1095,9,7/28/2020
Lenoir,499,11,7/28/2020
Lincoln,678,2,7/28/2020
Macon,431,1,7/28/2020
Madison,32,0,7/28/2020
Martin,213,6,7/28/2020
McDowell,477,5,7/28/2020
Mecklenburg,19707,189,7/28/2020
Mitchell,71,2,7/28/2020
Montgomery,552,13,7/28/2020
Moore,841,20,7/28/2020
Nash,897,10,7/28/2020
New Hanover,2160,17,7/28/2020
Northampton,259,16,7/28/2020
Onslow,730,9,7/28/2020
Orange,1229,45,7/28/2020
Pamlico,51,1,7/28/2020
Pasquotank,311,17,7/28/2020
Pender,575,3,7/28/2020
Perquimans,57,2,7/28/2020
Person,185,1,7/28/2020
Pitt,1548,11,7/28/2020
Polk,124,5,7/28/2020
Randolph,1950,35,7/28/2020
Richmond,464,8,7/28/2020
Robeson,2429,48,7/28/2020
Rockingham,421,3,7/28/2020
Rowan,1891,46,7/28/2020
Rutherford,564,11,7/28/2020
Sampson,1394,10,7/28/2020
Scotland,239,2,7/28/2020
Stanly,802,6,7/28/2020
Stokes,221,3,7/28/2020
Surry,787,4,7/28/2020
Swain,93,2,7/28/2020
Transylvania,110,1,7/28/2020
Tyrrell,88,1,7/28/2020
Union,2572,38,7/28/2020
Vance,699,40,7/28/2020
Wake,10289,115,7/28/2020
Warren,231,6,7/28/2020
Washington,106,3,7/28/2020
Watauga,216,0,7/28/2020
Wayne,2233,36,7/28/2020
Wilkes,706,9,7/28/2020
Wilson,1310,28,7/28/2020
Yadkin,453,6,7/28/2020
Yancey,70,0,7/28/2020
