county,cases,deaths,date
Alamance,1896,40,7/24/2020
Alexander,240,2,7/24/2020
Alleghany,56,0,7/24/2020
Anson,269,1,7/24/2020
Ashe,84,1,7/24/2020
Avery,54,0,7/24/2020
Beaufort,240,1,7/24/2020
Bertie,194,4,7/24/2020
Bladen,514,5,7/24/2020
Brunswick,1027,12,7/24/2020
Buncombe,1344,41,7/24/2020
Burke,1402,24,7/24/2020
Cabarrus,2094,37,7/24/2020
Caldwell,901,7,7/24/2020
Camden,50,2,7/24/2020
Carteret,210,4,7/24/2020
Caswell,171,2,7/24/2020
Catawba,1660,15,7/24/2020
Chatham,1144,47,7/24/2020
Cherokee,170,3,7/24/2020
Chowan,76,0,7/24/2020
Clay,42,0,7/24/2020
Cleveland,788,13,7/24/2020
Columbus,732,41,7/24/2020
Craven,563,8,7/24/2020
Cumberland,2212,47,7/24/2020
Currituck,58,0,7/24/2020
Dare,165,1,7/24/2020
Davidson,1496,16,7/24/2020
Davie,294,3,7/24/2020
Duplin,1831,40,7/24/2020
Durham,5370,76,7/24/2020
Edgecombe,489,10,7/24/2020
Forsyth,4470,41,7/24/2020
Franklin,667,24,7/24/2020
Gaston,2569,22,7/24/2020
Gates,35,2,7/24/2020
Graham,15,0,7/24/2020
Granville,1072,25,7/24/2020
Greene,270,3,7/24/2020
Guilford,4599,135,7/24/2020
Halifax,520,5,7/24/2020
Harnett,974,35,7/24/2020
Haywood,209,0,7/24/2020
Henderson,1234,52,7/24/2020
Hertford,223,11,7/24/2020
Hoke,589,7,7/24/2020
Hyde,35,0,7/24/2020
Iredell,1460,15,7/24/2020
Jackson,327,3,7/24/2020
Johnston,2559,41,7/24/2020
Jones,46,3,7/24/2020
Lee,1044,9,7/24/2020
Lenoir,472,11,7/24/2020
Lincoln,620,2,7/24/2020
Macon,417,1,7/24/2020
Madison,28,0,7/24/2020
Martin,197,6,7/24/2020
McDowell,439,4,7/24/2020
Mecklenburg,18703,183,7/24/2020
Mitchell,67,1,7/24/2020
Montgomery,491,12,7/24/2020
Moore,771,18,7/24/2020
Nash,815,10,7/24/2020
New Hanover,2011,14,7/24/2020
Northampton,247,16,7/24/2020
Onslow,671,7,7/24/2020
Orange,1160,45,7/24/2020
Pamlico,48,1,7/24/2020
Pasquotank,288,17,7/24/2020
Pender,541,3,7/24/2020
Perquimans,51,2,7/24/2020
Person,167,1,7/24/2020
Pitt,1376,10,7/24/2020
Polk,124,5,7/24/2020
Randolph,1870,35,7/24/2020
Richmond,422,8,7/24/2020
Robeson,2118,48,7/24/2020
Rockingham,392,3,7/24/2020
Rowan,1821,45,7/24/2020
Rutherford,533,11,7/24/2020
Sampson,1364,8,7/24/2020
Scotland,220,2,7/24/2020
Stanly,740,6,7/24/2020
Stokes,211,2,7/24/2020
Surry,737,4,7/24/2020
Swain,90,2,7/24/2020
Transylvania,103,1,7/24/2020
Tyrrell,83,1,7/24/2020
Union,2416,35,7/24/2020
Vance,665,40,7/24/2020
Wake,9610,104,7/24/2020
Warren,218,6,7/24/2020
Washington,96,3,7/24/2020
Watauga,194,0,7/24/2020
Wayne,2179,36,7/24/2020
Wilkes,682,7,7/24/2020
Wilson,1261,28,7/24/2020
Yadkin,436,6,7/24/2020
Yancey,68,0,7/24/2020
