county,cases,deaths,date
Alamance,1842,40,7/23/2020
Alexander,235,2,7/23/2020
Alleghany,55,0,7/23/2020
Anson,271,1,7/23/2020
Ashe,82,1,7/23/2020
Avery,53,0,7/23/2020
Beaufort,224,0,7/23/2020
Bertie,191,4,7/23/2020
Bladen,508,5,7/23/2020
Brunswick,1013,12,7/23/2020
Buncombe,1292,41,7/23/2020
Burke,1379,24,7/23/2020
Cabarrus,2050,37,7/23/2020
Caldwell,869,7,7/23/2020
Camden,50,2,7/23/2020
Carteret,180,4,7/23/2020
Caswell,170,2,7/23/2020
Catawba,1624,15,7/23/2020
Chatham,1128,47,7/23/2020
Cherokee,158,2,7/23/2020
Chowan,72,0,7/23/2020
Clay,41,0,7/23/2020
Cleveland,753,13,7/23/2020
Columbus,725,40,7/23/2020
Craven,555,8,7/23/2020
Cumberland,2142,47,7/23/2020
Currituck,57,0,7/23/2020
Dare,162,1,7/23/2020
Davidson,1477,16,7/23/2020
Davie,287,3,7/23/2020
Duplin,1820,40,7/23/2020
Durham,5257,73,7/23/2020
Edgecombe,477,10,7/23/2020
Forsyth,4402,41,7/23/2020
Franklin,648,23,7/23/2020
Gaston,2500,22,7/23/2020
Gates,35,2,7/23/2020
Graham,17,0,7/23/2020
Granville,1057,25,7/23/2020
Greene,269,3,7/23/2020
Guilford,4486,134,7/23/2020
Halifax,510,5,7/23/2020
Harnett,953,34,7/23/2020
Haywood,200,0,7/23/2020
Henderson,1210,52,7/23/2020
Hertford,218,11,7/23/2020
Hoke,582,7,7/23/2020
Hyde,35,0,7/23/2020
Iredell,1431,15,7/23/2020
Jackson,317,3,7/23/2020
Johnston,2522,41,7/23/2020
Jones,44,3,7/23/2020
Lee,1037,9,7/23/2020
Lenoir,468,11,7/23/2020
Lincoln,611,2,7/23/2020
Macon,407,1,7/23/2020
Madison,27,0,7/23/2020
Martin,196,6,7/23/2020
McDowell,429,4,7/23/2020
Mecklenburg,18403,181,7/23/2020
Mitchell,64,1,7/23/2020
Montgomery,469,11,7/23/2020
Moore,753,18,7/23/2020
Nash,806,10,7/23/2020
New Hanover,1969,14,7/23/2020
Northampton,243,16,7/23/2020
Onslow,646,7,7/23/2020
Orange,1137,45,7/23/2020
Pamlico,48,1,7/23/2020
Pasquotank,281,17,7/23/2020
Pender,538,3,7/23/2020
Perquimans,50,2,7/23/2020
Person,159,1,7/23/2020
Pitt,1313,10,7/23/2020
Polk,121,5,7/23/2020
Randolph,1829,35,7/23/2020
Richmond,415,8,7/23/2020
Robeson,2071,48,7/23/2020
Rockingham,383,3,7/23/2020
Rowan,1790,45,7/23/2020
Rutherford,529,11,7/23/2020
Sampson,1351,8,7/23/2020
Scotland,215,2,7/23/2020
Stanly,722,6,7/23/2020
Stokes,207,1,7/23/2020
Surry,712,4,7/23/2020
Swain,86,2,7/23/2020
Transylvania,101,1,7/23/2020
Tyrrell,80,1,7/23/2020
Union,2356,34,7/23/2020
Vance,647,40,7/23/2020
Wake,9377,99,7/23/2020
Warren,214,6,7/23/2020
Washington,94,3,7/23/2020
Watauga,191,0,7/23/2020
Wayne,2155,35,7/23/2020
Wilkes,676,7,7/23/2020
Wilson,1231,28,7/23/2020
Yadkin,431,6,7/23/2020
Yancey,68,0,7/23/2020
