county,cases,deaths,date
Alamance,1388,37,7/10/2020
Alexander,149,1,7/10/2020
Alleghany,41,0,7/10/2020
Anson,182,1,7/10/2020
Ashe,63,1,7/10/2020
Avery,23,0,7/10/2020
Beaufort,134,0,7/10/2020
Bertie,155,4,7/10/2020
Bladen,424,5,7/10/2020
Brunswick,741,8,7/10/2020
Buncombe,802,30,7/10/2020
Burke,1161,20,7/10/2020
Cabarrus,1521,33,7/10/2020
Caldwell,580,5,7/10/2020
Camden,34,1,7/10/2020
Carteret,117,3,7/10/2020
Caswell,149,2,7/10/2020
Catawba,1105,13,7/10/2020
Chatham,1035,44,7/10/2020
Cherokee,58,2,7/10/2020
Chowan,34,0,7/10/2020
Clay,11,0,7/10/2020
Cleveland,463,8,7/10/2020
Columbus,602,39,7/10/2020
Craven,427,8,7/10/2020
Cumberland,1521,41,7/10/2020
Currituck,23,0,7/10/2020
Dare,88,1,7/10/2020
Davidson,1210,15,7/10/2020
Davie,241,3,7/10/2020
Duplin,1646,32,7/10/2020
Durham,4326,67,7/10/2020
Edgecombe,370,9,7/10/2020
Forsyth,3580,39,7/10/2020
Franklin,441,21,7/10/2020
Gaston,1640,15,7/10/2020
Gates,29,2,7/10/2020
Graham,10,0,7/10/2020
Granville,884,23,7/10/2020
Greene,200,3,7/10/2020
Guilford,3440,123,7/10/2020
Halifax,361,4,7/10/2020
Harnett,757,31,7/10/2020
Haywood,117,0,7/10/2020
Henderson,836,50,7/10/2020
Hertford,178,10,7/10/2020
Hoke,444,5,7/10/2020
Hyde,28,0,7/10/2020
Iredell,1031,10,7/10/2020
Jackson,164,1,7/10/2020
Johnston,1920,35,7/10/2020
Jones,37,3,7/10/2020
Lee,909,8,7/10/2020
Lenoir,416,11,7/10/2020
Lincoln,360,2,7/10/2020
Macon,322,1,7/10/2020
Madison,15,0,7/10/2020
Martin,163,5,7/10/2020
McDowell,310,2,7/10/2020
Mecklenburg,14157,158,7/10/2020
Mitchell,55,0,7/10/2020
Montgomery,376,9,7/10/2020
Moore,599,14,7/10/2020
Nash,591,6,7/10/2020
New Hanover,1342,7,7/10/2020
Northampton,192,16,7/10/2020
Onslow,382,3,7/10/2020
Orange,910,42,7/10/2020
Pamlico,28,0,7/10/2020
Pasquotank,234,17,7/10/2020
Pender,338,2,7/10/2020
Perquimans,39,2,7/10/2020
Person,127,1,7/10/2020
Pitt,890,6,7/10/2020
Polk,93,4,7/10/2020
Randolph,1405,32,7/10/2020
Richmond,350,7,7/10/2020
Robeson,1582,44,7/10/2020
Rockingham,289,2,7/10/2020
Rowan,1449,43,7/10/2020
Rutherford,366,9,7/10/2020
Sampson,1170,7,7/10/2020
Scotland,163,2,7/10/2020
Stanly,539,5,7/10/2020
Stokes,162,1,7/10/2020
Surry,565,2,7/10/2020
Swain,71,1,7/10/2020
Transylvania,41,1,7/10/2020
Tyrrell,34,1,7/10/2020
Union,1712,25,7/10/2020
Vance,555,40,7/10/2020
Wake,6898,60,7/10/2020
Warren,181,6,7/10/2020
Washington,42,3,7/10/2020
Watauga,116,0,7/10/2020
Wayne,1964,30,7/10/2020
Wilkes,608,6,7/10/2020
Wilson,870,23,7/10/2020
Yadkin,376,5,7/10/2020
Yancey,53,0,7/10/2020
