county,cases,deaths,date
Alamance,2567,42,8/13/2020
Alexander,323,2,8/13/2020
Alleghany,171,0,8/13/2020
Anson,358,3,8/13/2020
Ashe,167,1,8/13/2020
Avery,95,0,8/13/2020
Beaufort,419,2,8/13/2020
Bertie,294,5,8/13/2020
Bladen,634,6,8/13/2020
Brunswick,1287,22,8/13/2020
Buncombe,1965,52,8/13/2020
Burke,1679,27,8/13/2020
Cabarrus,2714,50,8/13/2020
Caldwell,1246,12,8/13/2020
Camden,76,2,8/13/2020
Carteret,362,5,8/13/2020
Caswell,198,2,8/13/2020
Catawba,2203,32,8/13/2020
Chatham,1323,55,8/13/2020
Cherokee,277,4,8/13/2020
Chowan,160,2,8/13/2020
Clay,72,0,8/13/2020
Cleveland,1255,22,8/13/2020
Columbus,950,48,8/13/2020
Craven,742,16,8/13/2020
Cumberland,3276,55,8/13/2020
Currituck,78,0,8/13/2020
Dare,211,2,8/13/2020
Davidson,1836,22,8/13/2020
Davie,430,5,8/13/2020
Duplin,2017,48,8/13/2020
Durham,6298,80,8/13/2020
Edgecombe,691,13,8/13/2020
Forsyth,5440,53,8/13/2020
Franklin,905,26,8/13/2020
Gaston,3438,56,8/13/2020
Gates,49,2,8/13/2020
Graham,44,0,8/13/2020
Granville,1293,29,8/13/2020
Greene,336,3,8/13/2020
Guilford,5826,158,8/13/2020
Halifax,746,7,8/13/2020
Harnett,1357,40,8/13/2020
Haywood,445,18,8/13/2020
Henderson,1517,56,8/13/2020
Hertford,365,11,8/13/2020
Hoke,761,11,8/13/2020
Hyde,48,0,8/13/2020
Iredell,1912,17,8/13/2020
Jackson,460,7,8/13/2020
Johnston,3381,45,8/13/2020
Jones,99,4,8/13/2020
Lee,1311,11,8/13/2020
Lenoir,600,11,8/13/2020
Lincoln,893,10,8/13/2020
Macon,469,2,8/13/2020
Madison,48,1,8/13/2020
Martin,265,6,8/13/2020
McDowell,696,19,8/13/2020
Mecklenburg,22803,246,8/13/2020
Mitchell,81,3,8/13/2020
Montgomery,659,14,8/13/2020
Moore,1046,20,8/13/2020
Nash,1252,12,8/13/2020
New Hanover,2644,21,8/13/2020
Northampton,311,16,8/13/2020
Onslow,1154,12,8/13/2020
Orange,1389,48,8/13/2020
Pamlico,73,1,8/13/2020
Pasquotank,430,20,8/13/2020
Pender,675,3,8/13/2020
Perquimans,90,2,8/13/2020
Person,234,2,8/13/2020
Pitt,2161,11,8/13/2020
Polk,165,6,8/13/2020
Randolph,2211,38,8/13/2020
Richmond,534,9,8/13/2020
Robeson,2856,55,8/13/2020
Rockingham,574,4,8/13/2020
Rowan,2291,50,8/13/2020
Rutherford,787,13,8/13/2020
Sampson,1504,18,8/13/2020
Scotland,388,5,8/13/2020
Stanly,1171,31,8/13/2020
Stokes,295,3,8/13/2020
Surry,974,10,8/13/2020
Swain,123,2,8/13/2020
Transylvania,146,1,8/13/2020
Tyrrell,100,2,8/13/2020
Union,3222,43,8/13/2020
Vance,793,41,8/13/2020
Wake,12406,179,8/13/2020
Warren,264,6,8/13/2020
Washington,136,4,8/13/2020
Watauga,309,0,8/13/2020
Wayne,2463,42,8/13/2020
Wilkes,871,12,8/13/2020
Wilson,1525,36,8/13/2020
Yadkin,558,6,8/13/2020
Yancey,78,0,8/13/2020
