county,cases,deaths,date
Alamance,2448,41,8/9/2020
Alexander,299,2,8/9/2020
Alleghany,167,0,8/9/2020
Anson,328,3,8/9/2020
Ashe,157,1,8/9/2020
Avery,97,0,8/9/2020
Beaufort,396,2,8/9/2020
Bertie,272,5,8/9/2020
Bladen,623,5,8/9/2020
Brunswick,1249,21,8/9/2020
Buncombe,1884,47,8/9/2020
Burke,1655,26,8/9/2020
Cabarrus,2630,50,8/9/2020
Caldwell,1215,11,8/9/2020
Camden,72,2,8/9/2020
Carteret,344,5,8/9/2020
Caswell,195,2,8/9/2020
Catawba,2120,28,8/9/2020
Chatham,1300,52,8/9/2020
Cherokee,273,4,8/9/2020
Chowan,157,1,8/9/2020
Clay,65,0,8/9/2020
Cleveland,1178,20,8/9/2020
Columbus,903,48,8/9/2020
Craven,699,12,8/9/2020
Cumberland,3081,50,8/9/2020
Currituck,73,0,8/9/2020
Dare,209,2,8/9/2020
Davidson,1781,18,8/9/2020
Davie,422,5,8/9/2020
Duplin,2013,48,8/9/2020
Durham,6171,80,8/9/2020
Edgecombe,646,13,8/9/2020
Forsyth,5273,52,8/9/2020
Franklin,866,26,8/9/2020
Gaston,3322,52,8/9/2020
Gates,45,2,8/9/2020
Graham,39,0,8/9/2020
Granville,1245,27,8/9/2020
Greene,331,3,8/9/2020
Guilford,5651,156,8/9/2020
Halifax,700,6,8/9/2020
Harnett,1288,39,8/9/2020
Haywood,432,12,8/9/2020
Henderson,1482,54,8/9/2020
Hertford,344,11,8/9/2020
Hoke,717,9,8/9/2020
Hyde,44,0,8/9/2020
Iredell,1820,17,8/9/2020
Jackson,447,5,8/9/2020
Johnston,3304,45,8/9/2020
Jones,93,4,8/9/2020
Lee,1289,11,8/9/2020
Lenoir,573,11,8/9/2020
Lincoln,848,9,8/9/2020
Macon,463,2,8/9/2020
Madison,45,0,8/9/2020
Martin,257,6,8/9/2020
McDowell,683,14,8/9/2020
Mecklenburg,22255,228,8/9/2020
Mitchell,78,2,8/9/2020
Montgomery,640,13,8/9/2020
Moore,1009,20,8/9/2020
Nash,1180,12,8/9/2020
New Hanover,2531,20,8/9/2020
Northampton,350,16,8/9/2020
Onslow,1065,10,8/9/2020
Orange,1348,47,8/9/2020
Pamlico,68,1,8/9/2020
Pasquotank,401,20,8/9/2020
Pender,658,3,8/9/2020
Perquimans,86,2,8/9/2020
Person,223,2,8/9/2020
Pitt,2020,11,8/9/2020
Polk,163,5,8/9/2020
Randolph,2174,37,8/9/2020
Richmond,506,9,8/9/2020
Robeson,2804,53,8/9/2020
Rockingham,549,3,8/9/2020
Rowan,2197,48,8/9/2020
Rutherford,746,13,8/9/2020
Sampson,1508,14,8/9/2020
Scotland,343,2,8/9/2020
Stanly,1064,26,8/9/2020
Stokes,290,3,8/9/2020
Surry,954,10,8/9/2020
Swain,119,2,8/9/2020
Transylvania,137,1,8/9/2020
Tyrrell,98,1,8/9/2020
Union,3096,43,8/9/2020
Vance,773,41,8/9/2020
Wake,12028,170,8/9/2020
Warren,256,6,8/9/2020
Washington,133,4,8/9/2020
Watauga,292,0,8/9/2020
Wayne,2412,42,8/9/2020
Wilkes,834,11,8/9/2020
Wilson,1490,34,8/9/2020
Yadkin,541,6,8/9/2020
Yancey,76,0,8/9/2020
