county,cases,deaths,date
Alamance,1755,40,7/21/2020
Alexander,221,2,7/21/2020
Alleghany,52,0,7/21/2020
Anson,267,1,7/21/2020
Ashe,77,1,7/21/2020
Avery,52,0,7/21/2020
Beaufort,209,0,7/21/2020
Bertie,181,4,7/21/2020
Bladen,493,5,7/21/2020
Brunswick,977,11,7/21/2020
Buncombe,1223,41,7/21/2020
Burke,1337,22,7/21/2020
Cabarrus,1989,35,7/21/2020
Caldwell,809,6,7/21/2020
Camden,47,2,7/21/2020
Carteret,176,4,7/21/2020
Caswell,167,2,7/21/2020
Catawba,1548,15,7/21/2020
Chatham,1116,47,7/21/2020
Cherokee,141,2,7/21/2020
Chowan,65,0,7/21/2020
Clay,37,0,7/21/2020
Cleveland,708,11,7/21/2020
Columbus,709,40,7/21/2020
Craven,515,8,7/21/2020
Cumberland,2032,46,7/21/2020
Currituck,52,0,7/21/2020
Dare,147,1,7/21/2020
Davidson,1447,16,7/21/2020
Davie,282,3,7/21/2020
Duplin,1787,35,7/21/2020
Durham,5169,73,7/21/2020
Edgecombe,463,10,7/21/2020
Forsyth,4297,41,7/21/2020
Franklin,611,23,7/21/2020
Gaston,2359,19,7/21/2020
Gates,33,2,7/21/2020
Graham,12,0,7/21/2020
Granville,1038,25,7/21/2020
Greene,260,3,7/21/2020
Guilford,4314,134,7/21/2020
Halifax,481,4,7/21/2020
Harnett,902,33,7/21/2020
Haywood,192,0,7/21/2020
Henderson,1137,52,7/21/2020
Hertford,205,11,7/21/2020
Hoke,555,6,7/21/2020
Hyde,34,0,7/21/2020
Iredell,1385,11,7/21/2020
Jackson,293,3,7/21/2020
Johnston,2422,41,7/21/2020
Jones,43,3,7/21/2020
Lee,1006,8,7/21/2020
Lenoir,459,11,7/21/2020
Lincoln,576,2,7/21/2020
Macon,392,1,7/21/2020
Madison,24,0,7/21/2020
Martin,190,6,7/21/2020
McDowell,411,3,7/21/2020
Mecklenburg,17800,177,7/21/2020
Mitchell,60,1,7/21/2020
Montgomery,458,10,7/21/2020
Moore,720,14,7/21/2020
Nash,776,7,7/21/2020
New Hanover,1889,14,7/21/2020
Northampton,236,16,7/21/2020
Onslow,596,7,7/21/2020
Orange,1112,45,7/21/2020
Pamlico,45,1,7/21/2020
Pasquotank,271,17,7/21/2020
Pender,501,2,7/21/2020
Perquimans,48,2,7/21/2020
Person,151,1,7/21/2020
Pitt,1239,6,7/21/2020
Polk,117,5,7/21/2020
Randolph,1768,34,7/21/2020
Richmond,406,7,7/21/2020
Robeson,1994,46,7/21/2020
Rockingham,363,3,7/21/2020
Rowan,1744,43,7/21/2020
Rutherford,472,11,7/21/2020
Sampson,1328,8,7/21/2020
Scotland,200,2,7/21/2020
Stanly,670,5,7/21/2020
Stokes,200,1,7/21/2020
Surry,688,4,7/21/2020
Swain,84,2,7/21/2020
Transylvania,96,1,7/21/2020
Tyrrell,78,1,7/21/2020
Union,2251,32,7/21/2020
Vance,638,40,7/21/2020
Wake,9063,93,7/21/2020
Warren,208,6,7/21/2020
Washington,80,3,7/21/2020
Watauga,185,0,7/21/2020
Wayne,2123,35,7/21/2020
Wilkes,665,7,7/21/2020
Wilson,1174,28,7/21/2020
Yadkin,415,6,7/21/2020
Yancey,68,0,7/21/2020
