county,cases,deaths,date
Alamance,2365,41,8/7/2020
Alexander,288,2,8/7/2020
Alleghany,166,0,8/7/2020
Anson,317,3,8/7/2020
Ashe,152,1,8/7/2020
Avery,90,0,8/7/2020
Beaufort,369,2,8/7/2020
Bertie,263,5,8/7/2020
Bladen,608,6,8/7/2020
Brunswick,1234,20,8/7/2020
Buncombe,1815,47,8/7/2020
Burke,1633,26,8/7/2020
Cabarrus,2549,48,8/7/2020
Caldwell,1197,11,8/7/2020
Camden,68,2,8/7/2020
Carteret,328,5,8/7/2020
Caswell,191,2,8/7/2020
Catawba,2074,28,8/7/2020
Chatham,1290,52,8/7/2020
Cherokee,266,4,8/7/2020
Chowan,150,1,8/7/2020
Clay,64,0,8/7/2020
Cleveland,1143,18,8/7/2020
Columbus,881,48,8/7/2020
Craven,680,12,8/7/2020
Cumberland,2987,50,8/7/2020
Currituck,72,0,8/7/2020
Dare,206,2,8/7/2020
Davidson,1730,18,8/7/2020
Davie,407,5,8/7/2020
Duplin,1970,48,8/7/2020
Durham,6080,79,8/7/2020
Edgecombe,626,12,8/7/2020
Forsyth,5148,52,8/7/2020
Franklin,846,25,8/7/2020
Gaston,3263,47,8/7/2020
Gates,46,2,8/7/2020
Graham,35,0,8/7/2020
Granville,1221,27,8/7/2020
Greene,324,3,8/7/2020
Guilford,5498,154,8/7/2020
Halifax,678,6,8/7/2020
Harnett,1243,39,8/7/2020
Haywood,393,12,8/7/2020
Henderson,1459,53,8/7/2020
Hertford,316,11,8/7/2020
Hoke,710,9,8/7/2020
Hyde,37,0,8/7/2020
Iredell,1782,17,8/7/2020
Jackson,438,5,8/7/2020
Johnston,3207,45,8/7/2020
Jones,78,3,8/7/2020
Lee,1261,11,8/7/2020
Lenoir,558,11,8/7/2020
Lincoln,825,9,8/7/2020
Macon,457,2,8/7/2020
Madison,42,0,8/7/2020
Martin,249,6,8/7/2020
McDowell,675,13,8/7/2020
Mecklenburg,21876,225,8/7/2020
Mitchell,78,2,8/7/2020
Montgomery,626,13,8/7/2020
Moore,980,20,8/7/2020
Nash,1130,12,8/7/2020
New Hanover,2467,20,8/7/2020
Northampton,286,16,8/7/2020
Onslow,1026,10,8/7/2020
Orange,1329,47,8/7/2020
Pamlico,67,1,8/7/2020
Pasquotank,388,19,8/7/2020
Pender,643,3,8/7/2020
Perquimans,80,2,8/7/2020
Person,207,2,8/7/2020
Pitt,1899,11,8/7/2020
Polk,149,5,8/7/2020
Randolph,2149,37,8/7/2020
Richmond,500,9,8/7/2020
Robeson,2745,53,8/7/2020
Rockingham,528,3,8/7/2020
Rowan,2148,48,8/7/2020
Rutherford,707,13,8/7/2020
Sampson,1455,14,8/7/2020
Scotland,331,2,8/7/2020
Stanly,1026,24,8/7/2020
Stokes,284,3,8/7/2020
Surry,916,9,8/7/2020
Swain,117,2,8/7/2020
Transylvania,132,1,8/7/2020
Tyrrell,93,1,8/7/2020
Union,3016,42,8/7/2020
Vance,759,40,8/7/2020
Wake,11753,164,8/7/2020
Warren,256,6,8/7/2020
Washington,128,4,8/7/2020
Watauga,277,0,8/7/2020
Wayne,2373,40,8/7/2020
Wilkes,780,11,8/7/2020
Wilson,1458,34,8/7/2020
Yadkin,524,6,8/7/2020
Yancey,75,0,8/7/2020
