county,cases,deaths,date
Alamance,2298,41,8/5/2020
Alexander,278,2,8/5/2020
Alleghany,164,0,8/5/2020
Anson,311,2,8/5/2020
Ashe,139,1,8/5/2020
Avery,88,0,8/5/2020
Beaufort,354,2,8/5/2020
Bertie,254,5,8/5/2020
Bladen,596,6,8/5/2020
Brunswick,1213,17,8/5/2020
Buncombe,1757,46,8/5/2020
Burke,1596,26,8/5/2020
Cabarrus,2490,47,8/5/2020
Caldwell,1159,11,8/5/2020
Camden,64,2,8/5/2020
Carteret,308,5,8/5/2020
Caswell,189,2,8/5/2020
Catawba,1986,25,8/5/2020
Chatham,1261,51,8/5/2020
Cherokee,252,3,8/5/2020
Chowan,145,1,8/5/2020
Clay,59,0,8/5/2020
Cleveland,1097,17,8/5/2020
Columbus,851,46,8/5/2020
Craven,649,10,8/5/2020
Cumberland,2880,50,8/5/2020
Currituck,71,0,8/5/2020
Dare,203,2,8/5/2020
Davidson,1690,18,8/5/2020
Davie,391,4,8/5/2020
Duplin,1961,48,8/5/2020
Durham,5989,78,8/5/2020
Edgecombe,605,12,8/5/2020
Forsyth,5028,51,8/5/2020
Franklin,811,25,8/5/2020
Gaston,3124,41,8/5/2020
Gates,46,2,8/5/2020
Graham,29,0,8/5/2020
Granville,1194,27,8/5/2020
Greene,318,3,8/5/2020
Guilford,5335,153,8/5/2020
Halifax,657,6,8/5/2020
Harnett,1189,38,8/5/2020
Haywood,362,8,8/5/2020
Henderson,1429,53,8/5/2020
Hertford,310,11,8/5/2020
Hoke,693,9,8/5/2020
Hyde,37,0,8/5/2020
Iredell,1738,17,8/5/2020
Jackson,415,4,8/5/2020
Johnston,3135,43,8/5/2020
Jones,79,3,8/5/2020
Lee,1240,11,8/5/2020
Lenoir,540,11,8/5/2020
Lincoln,781,3,8/5/2020
Macon,452,2,8/5/2020
Madison,41,0,8/5/2020
Martin,245,6,8/5/2020
McDowell,621,12,8/5/2020
Mecklenburg,21517,218,8/5/2020
Mitchell,79,2,8/5/2020
Montgomery,610,13,8/5/2020
Moore,947,20,8/5/2020
Nash,1086,12,8/5/2020
New Hanover,2419,20,8/5/2020
Northampton,282,16,8/5/2020
Onslow,987,10,8/5/2020
Orange,1308,45,8/5/2020
Pamlico,65,1,8/5/2020
Pasquotank,360,17,8/5/2020
Pender,633,3,8/5/2020
Perquimans,74,2,8/5/2020
Person,202,2,8/5/2020
Pitt,1833,11,8/5/2020
Polk,146,5,8/5/2020
Randolph,2085,36,8/5/2020
Richmond,490,9,8/5/2020
Robeson,2714,51,8/5/2020
Rockingham,490,3,8/5/2020
Rowan,2072,48,8/5/2020
Rutherford,682,13,8/5/2020
Sampson,1439,13,8/5/2020
Scotland,312,2,8/5/2020
Stanly,938,24,8/5/2020
Stokes,277,3,8/5/2020
Surry,878,9,8/5/2020
Swain,106,2,8/5/2020
Transylvania,127,1,8/5/2020
Tyrrell,92,1,8/5/2020
Union,2930,42,8/5/2020
Vance,746,40,8/5/2020
Wake,11425,137,8/5/2020
Warren,252,6,8/5/2020
Washington,124,4,8/5/2020
Watauga,269,0,8/5/2020
Wayne,2335,40,8/5/2020
Wilkes,744,10,8/5/2020
Wilson,1427,34,8/5/2020
Yadkin,513,6,8/5/2020
Yancey,74,0,8/5/2020
