county,cases,deaths,date
Alamance,2472,41,8/10/2020
Alexander,303,2,8/10/2020
Alleghany,169,0,8/10/2020
Anson,328,3,8/10/2020
Ashe,158,1,8/10/2020
Avery,98,0,8/10/2020
Beaufort,405,2,8/10/2020
Bertie,275,5,8/10/2020
Bladen,625,5,8/10/2020
Brunswick,1250,21,8/10/2020
Buncombe,1892,47,8/10/2020
Burke,1661,26,8/10/2020
Cabarrus,2626,50,8/10/2020
Caldwell,1215,11,8/10/2020
Camden,73,2,8/10/2020
Carteret,348,5,8/10/2020
Caswell,196,2,8/10/2020
Catawba,2123,28,8/10/2020
Chatham,1305,52,8/10/2020
Cherokee,274,4,8/10/2020
Chowan,157,1,8/10/2020
Clay,65,0,8/10/2020
Cleveland,1193,20,8/10/2020
Columbus,907,48,8/10/2020
Craven,706,12,8/10/2020
Cumberland,3091,50,8/10/2020
Currituck,73,0,8/10/2020
Dare,210,2,8/10/2020
Davidson,1793,18,8/10/2020
Davie,422,5,8/10/2020
Duplin,2015,48,8/10/2020
Durham,6200,80,8/10/2020
Edgecombe,656,13,8/10/2020
Forsyth,5286,52,8/10/2020
Franklin,871,26,8/10/2020
Gaston,3339,52,8/10/2020
Gates,45,2,8/10/2020
Graham,39,0,8/10/2020
Granville,1247,27,8/10/2020
Greene,331,3,8/10/2020
Guilford,5670,156,8/10/2020
Halifax,705,6,8/10/2020
Harnett,1303,39,8/10/2020
Haywood,435,12,8/10/2020
Henderson,1490,54,8/10/2020
Hertford,349,11,8/10/2020
Hoke,720,9,8/10/2020
Hyde,45,0,8/10/2020
Iredell,1851,17,8/10/2020
Jackson,447,5,8/10/2020
Johnston,3315,45,8/10/2020
Jones,93,4,8/10/2020
Lee,1296,11,8/10/2020
Lenoir,584,11,8/10/2020
Lincoln,850,9,8/10/2020
Macon,463,2,8/10/2020
Madison,45,0,8/10/2020
Martin,257,6,8/10/2020
McDowell,683,14,8/10/2020
Mecklenburg,22315,232,8/10/2020
Mitchell,78,2,8/10/2020
Montgomery,647,13,8/10/2020
Moore,1018,20,8/10/2020
Nash,1194,12,8/10/2020
New Hanover,2544,20,8/10/2020
Northampton,351,16,8/10/2020
Onslow,1079,10,8/10/2020
Orange,1353,47,8/10/2020
Pamlico,68,1,8/10/2020
Pasquotank,402,20,8/10/2020
Pender,659,3,8/10/2020
Perquimans,87,2,8/10/2020
Person,223,2,8/10/2020
Pitt,2036,11,8/10/2020
Polk,164,5,8/10/2020
Randolph,2180,37,8/10/2020
Richmond,512,9,8/10/2020
Robeson,2817,53,8/10/2020
Rockingham,552,3,8/10/2020
Rowan,2205,48,8/10/2020
Rutherford,752,13,8/10/2020
Sampson,1511,14,8/10/2020
Scotland,351,2,8/10/2020
Stanly,1075,26,8/10/2020
Stokes,289,3,8/10/2020
Surry,956,10,8/10/2020
Swain,119,2,8/10/2020
Transylvania,139,1,8/10/2020
Tyrrell,98,1,8/10/2020
Union,3109,43,8/10/2020
Vance,777,41,8/10/2020
Wake,12077,170,8/10/2020
Warren,258,6,8/10/2020
Washington,133,4,8/10/2020
Watauga,293,0,8/10/2020
Wayne,2424,42,8/10/2020
Wilkes,842,11,8/10/2020
Wilson,1491,34,8/10/2020
Yadkin,542,6,8/10/2020
Yancey,76,0,8/10/2020
