county,cases,deaths,date
Alamance,1535,37,7/15/2020
Alexander,186,1,7/15/2020
Alleghany,44,0,7/15/2020
Anson,218,1,7/15/2020
Ashe,67,1,7/15/2020
Avery,36,0,7/15/2020
Beaufort,163,0,7/15/2020
Bertie,161,4,7/15/2020
Bladen,457,5,7/15/2020
Brunswick,853,10,7/15/2020
Buncombe,957,40,7/15/2020
Burke,1245,21,7/15/2020
Cabarrus,1754,33,7/15/2020
Caldwell,685,6,7/15/2020
Camden,42,1,7/15/2020
Carteret,152,3,7/15/2020
Caswell,156,2,7/15/2020
Catawba,1327,14,7/15/2020
Chatham,1072,46,7/15/2020
Cherokee,91,2,7/15/2020
Chowan,39,0,7/15/2020
Clay,16,0,7/15/2020
Cleveland,558,9,7/15/2020
Columbus,650,39,7/15/2020
Craven,483,8,7/15/2020
Cumberland,1729,43,7/15/2020
Currituck,33,0,7/15/2020
Dare,123,1,7/15/2020
Davidson,1296,16,7/15/2020
Davie,259,3,7/15/2020
Duplin,1720,33,7/15/2020
Durham,4733,71,7/15/2020
Edgecombe,409,9,7/15/2020
Forsyth,3850,40,7/15/2020
Franklin,533,22,7/15/2020
Gaston,2003,17,7/15/2020
Gates,31,2,7/15/2020
Graham,10,0,7/15/2020
Granville,974,25,7/15/2020
Greene,238,3,7/15/2020
Guilford,3840,128,7/15/2020
Halifax,433,4,7/15/2020
Harnett,815,32,7/15/2020
Haywood,142,0,7/15/2020
Henderson,982,51,7/15/2020
Hertford,181,11,7/15/2020
Hoke,482,4,7/15/2020
Hyde,31,0,7/15/2020
Iredell,1195,10,7/15/2020
Jackson,221,3,7/15/2020
Johnston,2218,38,7/15/2020
Jones,39,3,7/15/2020
Lee,952,8,7/15/2020
Lenoir,439,11,7/15/2020
Lincoln,473,2,7/15/2020
Macon,337,1,7/15/2020
Madison,18,0,7/15/2020
Martin,173,6,7/15/2020
McDowell,339,2,7/15/2020
Mecklenburg,15950,164,7/15/2020
Mitchell,57,1,7/15/2020
Montgomery,417,9,7/15/2020
Moore,653,14,7/15/2020
Nash,686,6,7/15/2020
New Hanover,1594,8,7/15/2020
Northampton,200,16,7/15/2020
Onslow,454,3,7/15/2020
Orange,1015,43,7/15/2020
Pamlico,39,1,7/15/2020
Pasquotank,258,17,7/15/2020
Pender,425,2,7/15/2020
Perquimans,40,2,7/15/2020
Person,135,1,7/15/2020
Pitt,1000,6,7/15/2020
Polk,101,4,7/15/2020
Randolph,1580,33,7/15/2020
Richmond,375,7,7/15/2020
Robeson,1731,44,7/15/2020
Rockingham,322,2,7/15/2020
Rowan,1578,43,7/15/2020
Rutherford,422,10,7/15/2020
Sampson,1228,8,7/15/2020
Scotland,177,2,7/15/2020
Stanly,597,5,7/15/2020
Stokes,176,1,7/15/2020
Surry,604,3,7/15/2020
Swain,73,1,7/15/2020
Transylvania,61,1,7/15/2020
Tyrrell,62,1,7/15/2020
Union,1942,30,7/15/2020
Vance,593,40,7/15/2020
Wake,7971,77,7/15/2020
Warren,193,6,7/15/2020
Washington,54,3,7/15/2020
Watauga,142,0,7/15/2020
Wayne,2039,34,7/15/2020
Wilkes,640,7,7/15/2020
Wilson,1024,26,7/15/2020
Yadkin,395,5,7/15/2020
Yancey,63,0,7/15/2020
