county,cases,deaths,date
Alamance,2612,42,8/15/2020
Alexander,332,2,8/15/2020
Alleghany,177,0,8/15/2020
Anson,366,3,8/15/2020
Ashe,168,1,8/15/2020
Avery,106,0,8/15/2020
Beaufort,435,2,8/15/2020
Bertie,313,5,8/15/2020
Bladen,651,7,8/15/2020
Brunswick,1302,22,8/15/2020
Buncombe,2033,53,8/15/2020
Burke,1702,27,8/15/2020
Cabarrus,2767,50,8/15/2020
Caldwell,1265,13,8/15/2020
Camden,76,2,8/15/2020
Carteret,374,5,8/15/2020
Caswell,200,2,8/15/2020
Catawba,2242,33,8/15/2020
Chatham,1338,55,8/15/2020
Cherokee,285,4,8/15/2020
Chowan,165,2,8/15/2020
Clay,75,1,8/15/2020
Cleveland,1304,23,8/15/2020
Columbus,968,48,8/15/2020
Craven,780,18,8/15/2020
Cumberland,3384,56,8/15/2020
Currituck,80,0,8/15/2020
Dare,212,2,8/15/2020
Davidson,1864,23,8/15/2020
Davie,436,5,8/15/2020
Duplin,2023,49,8/15/2020
Durham,6377,80,8/15/2020
Edgecombe,725,13,8/15/2020
Forsyth,5513,56,8/15/2020
Franklin,921,26,8/15/2020
Gaston,3539,57,8/15/2020
Gates,51,2,8/15/2020
Graham,46,0,8/15/2020
Granville,1341,29,8/15/2020
Greene,341,3,8/15/2020
Guilford,5911,158,8/15/2020
Halifax,752,8,8/15/2020
Harnett,1398,40,8/15/2020
Haywood,457,24,8/15/2020
Henderson,1542,56,8/15/2020
Hertford,394,11,8/15/2020
Hoke,773,11,8/15/2020
Hyde,54,0,8/15/2020
Iredell,1963,17,8/15/2020
Jackson,458,7,8/15/2020
Johnston,3424,45,8/15/2020
Jones,100,4,8/15/2020
Lee,1328,11,8/15/2020
Lenoir,632,11,8/15/2020
Lincoln,926,10,8/15/2020
Macon,475,2,8/15/2020
Madison,49,1,8/15/2020
Martin,277,6,8/15/2020
McDowell,709,20,8/15/2020
Mecklenburg,22989,257,8/15/2020
Mitchell,80,3,8/15/2020
Montgomery,686,16,8/15/2020
Moore,1081,20,8/15/2020
Nash,1315,14,8/15/2020
New Hanover,2692,21,8/15/2020
Northampton,318,16,8/15/2020
Onslow,1194,12,8/15/2020
Orange,1430,48,8/15/2020
Pamlico,73,1,8/15/2020
Pasquotank,443,20,8/15/2020
Pender,692,3,8/15/2020
Perquimans,93,2,8/15/2020
Person,243,2,8/15/2020
Pitt,2241,14,8/15/2020
Polk,172,6,8/15/2020
Randolph,2243,39,8/15/2020
Richmond,553,9,8/15/2020
Robeson,3003,56,8/15/2020
Rockingham,585,6,8/15/2020
Rowan,2340,51,8/15/2020
Rutherford,812,13,8/15/2020
Sampson,1510,19,8/15/2020
Scotland,415,5,8/15/2020
Stanly,1224,31,8/15/2020
Stokes,301,3,8/15/2020
Surry,998,10,8/15/2020
Swain,120,2,8/15/2020
Transylvania,155,1,8/15/2020
Tyrrell,101,2,8/15/2020
Union,3326,43,8/15/2020
Vance,810,41,8/15/2020
Wake,12603,182,8/15/2020
Warren,267,6,8/15/2020
Washington,140,4,8/15/2020
Watauga,331,0,8/15/2020
Wayne,2515,42,8/15/2020
Wilkes,905,18,8/15/2020
Wilson,1552,36,8/15/2020
Yadkin,562,6,8/15/2020
Yancey,80,0,8/15/2020
