county,cases,deaths,date
Alamance,1973,41,7/27/2020
Alexander,256,2,7/27/2020
Alleghany,62,0,7/27/2020
Anson,287,2,7/27/2020
Ashe,88,1,7/27/2020
Avery,61,0,7/27/2020
Beaufort,291,1,7/27/2020
Bertie,215,4,7/27/2020
Bladen,536,5,7/27/2020
Brunswick,1066,13,7/27/2020
Buncombe,1473,42,7/27/2020
Burke,1439,24,7/27/2020
Cabarrus,2184,38,7/27/2020
Caldwell,981,7,7/27/2020
Camden,52,2,7/27/2020
Carteret,267,4,7/27/2020
Caswell,173,2,7/27/2020
Catawba,1739,15,7/27/2020
Chatham,1181,49,7/27/2020
Cherokee,201,3,7/27/2020
Chowan,104,0,7/27/2020
Clay,52,0,7/27/2020
Cleveland,878,13,7/27/2020
Columbus,759,44,7/27/2020
Craven,578,8,7/27/2020
Cumberland,2357,49,7/27/2020
Currituck,66,0,7/27/2020
Dare,177,1,7/27/2020
Davidson,1537,16,7/27/2020
Davie,305,3,7/27/2020
Duplin,1874,40,7/27/2020
Durham,5535,76,7/27/2020
Edgecombe,526,10,7/27/2020
Forsyth,4607,41,7/27/2020
Franklin,705,25,7/27/2020
Gaston,2736,25,7/27/2020
Gates,37,2,7/27/2020
Graham,17,0,7/27/2020
Granville,1110,25,7/27/2020
Greene,277,3,7/27/2020
Guilford,4789,139,7/27/2020
Halifax,566,5,7/27/2020
Harnett,1022,35,7/27/2020
Haywood,240,0,7/27/2020
Henderson,1288,53,7/27/2020
Hertford,237,11,7/27/2020
Hoke,623,7,7/27/2020
Hyde,36,0,7/27/2020
Iredell,1521,16,7/27/2020
Jackson,365,3,7/27/2020
Johnston,2654,43,7/27/2020
Jones,46,3,7/27/2020
Lee,1074,9,7/27/2020
Lenoir,491,11,7/27/2020
Lincoln,664,2,7/27/2020
Macon,429,1,7/27/2020
Madison,30,0,7/27/2020
Martin,211,6,7/27/2020
McDowell,468,5,7/27/2020
Mecklenburg,19480,184,7/27/2020
Mitchell,71,2,7/27/2020
Montgomery,531,13,7/27/2020
Moore,819,20,7/27/2020
Nash,876,10,7/27/2020
New Hanover,2119,15,7/27/2020
Northampton,257,16,7/27/2020
Onslow,722,9,7/27/2020
Orange,1219,45,7/27/2020
Pamlico,51,1,7/27/2020
Pasquotank,305,17,7/27/2020
Pender,569,3,7/27/2020
Perquimans,56,2,7/27/2020
Person,176,1,7/27/2020
Pitt,1519,10,7/27/2020
Polk,124,5,7/27/2020
Randolph,1924,35,7/27/2020
Richmond,456,8,7/27/2020
Robeson,2395,48,7/27/2020
Rockingham,412,3,7/27/2020
Rowan,1876,46,7/27/2020
Rutherford,556,11,7/27/2020
Sampson,1386,10,7/27/2020
Scotland,229,2,7/27/2020
Stanly,793,6,7/27/2020
Stokes,221,2,7/27/2020
Surry,773,4,7/27/2020
Swain,91,2,7/27/2020
Transylvania,108,1,7/27/2020
Tyrrell,88,1,7/27/2020
Union,2533,37,7/27/2020
Vance,687,40,7/27/2020
Wake,10119,108,7/27/2020
Warren,228,6,7/27/2020
Washington,103,3,7/27/2020
Watauga,213,0,7/27/2020
Wayne,2215,36,7/27/2020
Wilkes,701,9,7/27/2020
Wilson,1303,28,7/27/2020
Yadkin,445,6,7/27/2020
Yancey,69,0,7/27/2020
