county,cases,deaths,date
Alamance,1401,37,7/11/2020
Alexander,156,1,7/11/2020
Alleghany,41,0,7/11/2020
Anson,189,1,7/11/2020
Ashe,62,1,7/11/2020
Avery,26,0,7/11/2020
Beaufort,139,0,7/11/2020
Bertie,155,4,7/11/2020
Bladen,430,5,7/11/2020
Brunswick,753,8,7/11/2020
Buncombe,845,31,7/11/2020
Burke,1186,21,7/11/2020
Cabarrus,1580,33,7/11/2020
Caldwell,601,6,7/11/2020
Camden,35,1,7/11/2020
Carteret,121,3,7/11/2020
Caswell,149,2,7/11/2020
Catawba,1142,14,7/11/2020
Chatham,1041,45,7/11/2020
Cherokee,61,2,7/11/2020
Chowan,35,0,7/11/2020
Clay,11,0,7/11/2020
Cleveland,498,8,7/11/2020
Columbus,607,39,7/11/2020
Craven,443,8,7/11/2020
Cumberland,1558,41,7/11/2020
Currituck,26,0,7/11/2020
Dare,102,1,7/11/2020
Davidson,1228,15,7/11/2020
Davie,247,3,7/11/2020
Duplin,1672,33,7/11/2020
Durham,4425,68,7/11/2020
Edgecombe,377,9,7/11/2020
Forsyth,3622,39,7/11/2020
Franklin,478,21,7/11/2020
Gaston,1742,15,7/11/2020
Gates,30,2,7/11/2020
Graham,10,0,7/11/2020
Granville,931,24,7/11/2020
Greene,202,3,7/11/2020
Guilford,3495,125,7/11/2020
Halifax,408,4,7/11/2020
Harnett,771,32,7/11/2020
Haywood,123,0,7/11/2020
Henderson,871,50,7/11/2020
Hertford,179,10,7/11/2020
Hoke,454,5,7/11/2020
Hyde,34,0,7/11/2020
Iredell,1093,10,7/11/2020
Jackson,189,1,7/11/2020
Johnston,1980,35,7/11/2020
Jones,39,3,7/11/2020
Lee,918,8,7/11/2020
Lenoir,422,11,7/11/2020
Lincoln,390,2,7/11/2020
Macon,322,1,7/11/2020
Madison,17,0,7/11/2020
Martin,165,5,7/11/2020
McDowell,316,2,7/11/2020
Mecklenburg,14607,159,7/11/2020
Mitchell,55,0,7/11/2020
Montgomery,392,9,7/11/2020
Moore,618,14,7/11/2020
Nash,602,6,7/11/2020
New Hanover,1438,8,7/11/2020
Northampton,193,16,7/11/2020
Onslow,399,3,7/11/2020
Orange,933,42,7/11/2020
Pamlico,35,0,7/11/2020
Pasquotank,242,17,7/11/2020
Pender,353,2,7/11/2020
Perquimans,39,2,7/11/2020
Person,128,1,7/11/2020
Pitt,913,6,7/11/2020
Polk,95,4,7/11/2020
Randolph,1443,32,7/11/2020
Richmond,356,7,7/11/2020
Robeson,1620,44,7/11/2020
Rockingham,292,2,7/11/2020
Rowan,1494,43,7/11/2020
Rutherford,381,9,7/11/2020
Sampson,1185,7,7/11/2020
Scotland,165,2,7/11/2020
Stanly,553,5,7/11/2020
Stokes,164,1,7/11/2020
Surry,574,2,7/11/2020
Swain,72,1,7/11/2020
Transylvania,43,1,7/11/2020
Tyrrell,38,1,7/11/2020
Union,1778,25,7/11/2020
Vance,563,40,7/11/2020
Wake,7204,66,7/11/2020
Warren,186,6,7/11/2020
Washington,46,3,7/11/2020
Watauga,116,0,7/11/2020
Wayne,1980,30,7/11/2020
Wilkes,617,6,7/11/2020
Wilson,907,24,7/11/2020
Yadkin,376,5,7/11/2020
Yancey,55,0,7/11/2020
