county,cases,deaths,date
Alamance,778,34,6/15/2020
Alexander,50,0,6/15/2020
Alleghany,30,0,6/15/2020
Anson,87,1,6/15/2020
Ashe,43,1,6/15/2020
Avery,6,0,6/15/2020
Beaufort,51,0,6/15/2020
Bertie,134,4,6/15/2020
Bladen,196,2,6/15/2020
Brunswick,241,3,6/15/2020
Buncombe,456,34,6/15/2020
Burke,726,16,6/15/2020
Cabarrus,716,24,6/15/2020
Caldwell,249,3,6/15/2020
Camden,6,0,6/15/2020
Carteret,47,3,6/15/2020
Caswell,103,1,6/15/2020
Catawba,435,10,6/15/2020
Chatham,808,37,6/15/2020
Cherokee,30,1,6/15/2020
Chowan,19,0,6/15/2020
Clay,9,0,6/15/2020
Cleveland,159,2,6/15/2020
Columbus,427,31,6/15/2020
Craven,276,5,6/15/2020
Cumberland,895,30,6/15/2020
Currituck,16,0,6/15/2020
Dare,24,1,6/15/2020
Davidson,655,14,6/15/2020
Davie,142,2,6/15/2020
Duplin,1213,20,6/15/2020
Durham,2712,56,6/15/2020
Edgecombe,252,9,6/15/2020
Forsyth,2250,25,6/15/2020
Franklin,231,21,6/15/2020
Gaston,525,8,6/15/2020
Gates,24,1,6/15/2020
Graham,6,0,6/15/2020
Granville,680,15,6/15/2020
Greene,122,2,6/15/2020
Guilford,2061,91,6/15/2020
Halifax,239,1,6/15/2020
Harnett,411,30,6/15/2020
Haywood,65,0,6/15/2020
Henderson,447,48,6/15/2020
Hertford,151,6,6/15/2020
Hoke,300,1,6/15/2020
Hyde,3,0,6/15/2020
Iredell,446,5,6/15/2020
Jackson,58,1,6/15/2020
Johnston,875,25,6/15/2020
Jones,27,3,6/15/2020
Lee,596,5,6/15/2020
Lenoir,298,8,6/15/2020
Lincoln,140,0,6/15/2020
Macon,231,1,6/15/2020
Madison,5,0,6/15/2020
Martin,100,4,6/15/2020
McDowell,159,1,6/15/2020
Mecklenburg,7321,124,6/15/2020
Mitchell,16,0,6/15/2020
Montgomery,210,5,6/15/2020
Moore,318,10,6/15/2020
Nash,292,4,6/15/2020
New Hanover,385,5,6/15/2020
Northampton,169,14,6/15/2020
Onslow,160,3,6/15/2020
Orange,478,40,6/15/2020
Pamlico,15,0,6/15/2020
Pasquotank,131,14,6/15/2020
Pender,143,1,6/15/2020
Perquimans,29,2,6/15/2020
Person,79,1,6/15/2020
Pitt,493,2,6/15/2020
Polk,55,4,6/15/2020
Randolph,927,18,6/15/2020
Richmond,211,5,6/15/2020
Robeson,967,20,6/15/2020
Rockingham,137,2,6/15/2020
Rowan,901,37,6/15/2020
Rutherford,226,6,6/15/2020
Sampson,779,4,6/15/2020
Scotland,111,0,6/15/2020
Stanly,164,5,6/15/2020
Stokes,95,0,6/15/2020
Surry,339,2,6/15/2020
Swain,39,0,6/15/2020
Transylvania,17,1,6/15/2020
Tyrrell,5,0,6/15/2020
Union,733,21,6/15/2020
Vance,415,32,6/15/2020
Wake,3099,42,6/15/2020
Warren,133,2,6/15/2020
Washington,35,3,6/15/2020
Watauga,44,0,6/15/2020
Wayne,1533,20,6/15/2020
Wilkes,544,6,6/15/2020
Wilson,518,13,6/15/2020
Yadkin,248,4,6/15/2020
Yancey,27,0,6/15/2020
