county,cases,deaths,date
Alamance,2343,41,8/6/2020
Alexander,284,2,8/6/2020
Alleghany,165,0,8/6/2020
Anson,318,2,8/6/2020
Ashe,142,1,8/6/2020
Avery,90,0,8/6/2020
Beaufort,365,2,8/6/2020
Bertie,263,5,8/6/2020
Bladen,603,6,8/6/2020
Brunswick,1231,19,8/6/2020
Buncombe,1785,46,8/6/2020
Burke,1611,26,8/6/2020
Cabarrus,2520,48,8/6/2020
Caldwell,1179,11,8/6/2020
Camden,65,2,8/6/2020
Carteret,323,5,8/6/2020
Caswell,191,2,8/6/2020
Catawba,2018,25,8/6/2020
Chatham,1274,52,8/6/2020
Cherokee,255,3,8/6/2020
Chowan,148,1,8/6/2020
Clay,61,0,8/6/2020
Cleveland,1128,18,8/6/2020
Columbus,864,48,8/6/2020
Craven,673,11,8/6/2020
Cumberland,2939,50,8/6/2020
Currituck,71,0,8/6/2020
Dare,205,2,8/6/2020
Davidson,1709,18,8/6/2020
Davie,403,4,8/6/2020
Duplin,1966,48,8/6/2020
Durham,6038,78,8/6/2020
Edgecombe,616,12,8/6/2020
Forsyth,5091,51,8/6/2020
Franklin,828,25,8/6/2020
Gaston,3222,47,8/6/2020
Gates,45,2,8/6/2020
Graham,31,0,8/6/2020
Granville,1209,27,8/6/2020
Greene,322,3,8/6/2020
Guilford,5428,153,8/6/2020
Halifax,668,6,8/6/2020
Harnett,1219,39,8/6/2020
Haywood,375,10,8/6/2020
Henderson,1452,53,8/6/2020
Hertford,313,11,8/6/2020
Hoke,703,9,8/6/2020
Hyde,38,0,8/6/2020
Iredell,1766,17,8/6/2020
Jackson,436,5,8/6/2020
Johnston,3173,45,8/6/2020
Jones,79,3,8/6/2020
Lee,1253,11,8/6/2020
Lenoir,553,11,8/6/2020
Lincoln,802,3,8/6/2020
Macon,456,2,8/6/2020
Madison,41,0,8/6/2020
Martin,247,6,8/6/2020
McDowell,662,12,8/6/2020
Mecklenburg,21704,219,8/6/2020
Mitchell,79,2,8/6/2020
Montgomery,621,13,8/6/2020
Moore,968,20,8/6/2020
Nash,1109,12,8/6/2020
New Hanover,2451,20,8/6/2020
Northampton,284,16,8/6/2020
Onslow,1015,10,8/6/2020
Orange,1316,46,8/6/2020
Pamlico,67,1,8/6/2020
Pasquotank,371,19,8/6/2020
Pender,638,3,8/6/2020
Perquimans,76,2,8/6/2020
Person,203,2,8/6/2020
Pitt,1875,11,8/6/2020
Polk,148,5,8/6/2020
Randolph,2125,37,8/6/2020
Richmond,498,9,8/6/2020
Robeson,2726,53,8/6/2020
Rockingham,509,3,8/6/2020
Rowan,2123,48,8/6/2020
Rutherford,696,13,8/6/2020
Sampson,1453,13,8/6/2020
Scotland,320,2,8/6/2020
Stanly,1000,24,8/6/2020
Stokes,282,3,8/6/2020
Surry,897,9,8/6/2020
Swain,107,2,8/6/2020
Transylvania,129,1,8/6/2020
Tyrrell,92,1,8/6/2020
Union,2975,42,8/6/2020
Vance,751,40,8/6/2020
Wake,11576,152,8/6/2020
Warren,254,6,8/6/2020
Washington,127,4,8/6/2020
Watauga,273,0,8/6/2020
Wayne,2361,40,8/6/2020
Wilkes,762,10,8/6/2020
Wilson,1449,34,8/6/2020
Yadkin,524,6,8/6/2020
Yancey,75,0,8/6/2020
