county,cases,deaths,date
Alamance,1684,39,7/19/2020
Alexander,213,1,7/19/2020
Alleghany,53,0,7/19/2020
Anson,260,1,7/19/2020
Ashe,73,1,7/19/2020
Avery,42,0,7/19/2020
Beaufort,197,0,7/19/2020
Bertie,178,4,7/19/2020
Bladen,485,5,7/19/2020
Brunswick,940,11,7/19/2020
Buncombe,1140,40,7/19/2020
Burke,1315,22,7/19/2020
Cabarrus,1949,34,7/19/2020
Caldwell,771,6,7/19/2020
Camden,45,2,7/19/2020
Carteret,176,4,7/19/2020
Caswell,167,2,7/19/2020
Catawba,1469,14,7/19/2020
Chatham,1106,47,7/19/2020
Cherokee,118,2,7/19/2020
Chowan,51,0,7/19/2020
Clay,31,0,7/19/2020
Cleveland,671,10,7/19/2020
Columbus,713,39,7/19/2020
Craven,509,8,7/19/2020
Cumberland,1917,46,7/19/2020
Currituck,48,0,7/19/2020
Dare,140,1,7/19/2020
Davidson,1414,16,7/19/2020
Davie,275,3,7/19/2020
Duplin,1766,33,7/19/2020
Durham,5049,72,7/19/2020
Edgecombe,440,10,7/19/2020
Forsyth,4196,41,7/19/2020
Franklin,591,23,7/19/2020
Gaston,2267,19,7/19/2020
Gates,32,2,7/19/2020
Graham,10,0,7/19/2020
Granville,1030,25,7/19/2020
Greene,252,3,7/19/2020
Guilford,4127,132,7/19/2020
Halifax,474,4,7/19/2020
Harnett,880,32,7/19/2020
Haywood,171,0,7/19/2020
Henderson,1098,52,7/19/2020
Hertford,195,11,7/19/2020
Hoke,540,5,7/19/2020
Hyde,33,0,7/19/2020
Iredell,1334,11,7/19/2020
Jackson,279,3,7/19/2020
Johnston,2386,38,7/19/2020
Jones,43,3,7/19/2020
Lee,990,8,7/19/2020
Lenoir,451,11,7/19/2020
Lincoln,547,2,7/19/2020
Macon,381,1,7/19/2020
Madison,22,0,7/19/2020
Martin,184,6,7/19/2020
McDowell,373,3,7/19/2020
Mecklenburg,17379,170,7/19/2020
Mitchell,60,1,7/19/2020
Montgomery,452,10,7/19/2020
Moore,708,14,7/19/2020
Nash,755,6,7/19/2020
New Hanover,1779,11,7/19/2020
Northampton,233,16,7/19/2020
Onslow,558,6,7/19/2020
Orange,1102,45,7/19/2020
Pamlico,43,1,7/19/2020
Pasquotank,267,17,7/19/2020
Pender,473,2,7/19/2020
Perquimans,44,2,7/19/2020
Person,143,1,7/19/2020
Pitt,1173,6,7/19/2020
Polk,114,5,7/19/2020
Randolph,1719,34,7/19/2020
Richmond,400,7,7/19/2020
Robeson,1942,46,7/19/2020
Rockingham,351,3,7/19/2020
Rowan,1700,43,7/19/2020
Rutherford,459,11,7/19/2020
Sampson,1303,8,7/19/2020
Scotland,188,2,7/19/2020
Stanly,657,5,7/19/2020
Stokes,198,1,7/19/2020
Surry,671,4,7/19/2020
Swain,80,2,7/19/2020
Transylvania,84,1,7/19/2020
Tyrrell,65,1,7/19/2020
Union,2190,32,7/19/2020
Vance,623,40,7/19/2020
Wake,8768,89,7/19/2020
Warren,207,6,7/19/2020
Washington,67,3,7/19/2020
Watauga,176,0,7/19/2020
Wayne,2100,34,7/19/2020
Wilkes,657,7,7/19/2020
Wilson,1128,28,7/19/2020
Yadkin,404,6,7/19/2020
Yancey,67,0,7/19/2020
