county,cases,deaths,date
Alamance,2280,41,8/4/2020
Alexander,274,2,8/4/2020
Alleghany,164,0,8/4/2020
Anson,308,2,8/4/2020
Ashe,126,1,8/4/2020
Avery,87,0,8/4/2020
Beaufort,354,2,8/4/2020
Bertie,254,5,8/4/2020
Bladen,591,7,8/4/2020
Brunswick,1202,17,8/4/2020
Buncombe,1741,46,8/4/2020
Burke,1592,26,8/4/2020
Cabarrus,2466,47,8/4/2020
Caldwell,1154,9,8/4/2020
Camden,63,2,8/4/2020
Carteret,307,5,8/4/2020
Caswell,189,2,8/4/2020
Catawba,1969,25,8/4/2020
Chatham,1255,50,8/4/2020
Cherokee,242,3,8/4/2020
Chowan,145,1,8/4/2020
Clay,59,0,8/4/2020
Cleveland,1087,17,8/4/2020
Columbus,838,46,8/4/2020
Craven,648,10,8/4/2020
Cumberland,2833,50,8/4/2020
Currituck,71,0,8/4/2020
Dare,202,2,8/4/2020
Davidson,1675,18,8/4/2020
Davie,387,3,8/4/2020
Duplin,1952,47,8/4/2020
Durham,5946,78,8/4/2020
Edgecombe,596,12,8/4/2020
Forsyth,5007,49,8/4/2020
Franklin,805,25,8/4/2020
Gaston,3083,40,8/4/2020
Gates,45,2,8/4/2020
Graham,29,0,8/4/2020
Granville,1186,26,8/4/2020
Greene,313,3,8/4/2020
Guilford,5310,150,8/4/2020
Halifax,650,6,8/4/2020
Harnett,1178,36,8/4/2020
Haywood,356,7,8/4/2020
Henderson,1420,53,8/4/2020
Hertford,307,11,8/4/2020
Hoke,681,9,8/4/2020
Hyde,37,0,8/4/2020
Iredell,1728,17,8/4/2020
Jackson,407,3,8/4/2020
Johnston,3117,43,8/4/2020
Jones,78,3,8/4/2020
Lee,1225,11,8/4/2020
Lenoir,538,11,8/4/2020
Lincoln,773,3,8/4/2020
Macon,453,2,8/4/2020
Madison,41,0,8/4/2020
Martin,245,6,8/4/2020
McDowell,618,10,8/4/2020
Mecklenburg,21316,216,8/4/2020
Mitchell,79,2,8/4/2020
Montgomery,601,13,8/4/2020
Moore,933,20,8/4/2020
Nash,1074,12,8/4/2020
New Hanover,2397,19,8/4/2020
Northampton,280,16,8/4/2020
Onslow,961,10,8/4/2020
Orange,1296,45,8/4/2020
Pamlico,63,1,8/4/2020
Pasquotank,360,17,8/4/2020
Pender,632,3,8/4/2020
Perquimans,73,2,8/4/2020
Person,201,2,8/4/2020
Pitt,1802,11,8/4/2020
Polk,146,5,8/4/2020
Randolph,2075,36,8/4/2020
Richmond,484,8,8/4/2020
Robeson,2682,51,8/4/2020
Rockingham,486,3,8/4/2020
Rowan,2060,48,8/4/2020
Rutherford,679,13,8/4/2020
Sampson,1431,13,8/4/2020
Scotland,302,2,8/4/2020
Stanly,928,11,8/4/2020
Stokes,270,3,8/4/2020
Surry,877,9,8/4/2020
Swain,106,2,8/4/2020
Transylvania,127,1,8/4/2020
Tyrrell,91,1,8/4/2020
Union,2881,42,8/4/2020
Vance,739,40,8/4/2020
Wake,11337,134,8/4/2020
Warren,246,6,8/4/2020
Washington,121,4,8/4/2020
Watauga,265,0,8/4/2020
Wayne,2330,37,8/4/2020
Wilkes,741,10,8/4/2020
Wilson,1423,34,8/4/2020
Yadkin,505,6,8/4/2020
Yancey,74,0,8/4/2020
